Ada,Aidat,Balkon Durumu,Balkon Metrekare,Balkon SayÄ±sÄ±,Balkon Sayısı,Balkon Tipi,Banyo Metrekare,Banyo SayÄ±sÄ±,Banyo Sayısı,BinanÄ±n Kat SayÄ±sÄ±,BinanÄ±n YaÅŸÄ±,Binanın Kat Sayısı,Binanın Yaşı,BrÃ¼t Metrekare,Brüt Metrekare,BulunduÄŸu Kat,Bulunduğu Kat,EÅŸya Durumu,Eşya Durumu,Fiyat Durumu,GÃ¶rÃ¼ntÃ¼lÃ¼ Gezilebilir mi?,Görüntülü Gezilebilir mi?,IsÄ±tma Tipi,Isıtma Tipi,Kategorisi,Kira Getirisi,Krediye Uygunluk,KullanÄ±m Durumu,Kullanım Durumu,Net Metrekare,Oda SayÄ±sÄ±,Oda Sayısı,Pafta,Parsel,Salon Metrekare,Site Ä°Ã§erisinde,Site İçerisinde,Takas,Tapu Durumu,Tipi,TÃ¼rÃ¼,Türü,WC Metrekare,WC SayÄ±sÄ±,WC Sayısı,YapÄ± Durumu,YapÄ± Tipi,Yapı Durumu,Yapı Tipi,YatÄ±rÄ±ma Uygunluk,Yatırıma Uygunluk,Zemin Etüdü,Ä°lan GÃ¼ncelleme Tarihi,Ä°lan NumarasÄ±,Ä°lan OluÅŸturma Tarihi,Ä°potek Durumu,İlan Güncelleme Tarihi,İlan Numarası,İlan Oluşturma Tarihi,İpotek Durumu,URL,FİYAT,KONUM
,,,,,,,,,1,,,4,0 (Yeni),,60 M2,,1.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,50 M2,,1+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,14 Kasım 2023,14254439,14 Kasım 2023,,https://www.emlakjet.com//ilan/ortaca-merkezde-satilik-11-60-m2-sifir-daire-14254439/,1.750.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,Var,,,1,Açık Balkon,,,2,,,3,0 (Yeni),,130 M2,,3.Kat,,Boş,Genel Fiyat,,Evet,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,125 M2,,3+1,,,,,Hayır,Var,Kat Mülkiyeti,Daire,,Konut,,,2,,,Sıfır,Betonarme,,Yatırıma Uygun,,,,,,15 Aralık 2023,14252561,14 Kasım 2023,,https://www.emlakjet.com//ilan/ortaca-karaburun-mah-de-31-luks-ferah-satilik-daire-14252561/,3.350.000 TL,Muğla - Ortaca - Karaburun Mh.
,,Var,,,,,,,1,,,3,21 Ve Üzeri,,90 M2,,1.Kat,,Eşyalı,Genel Fiyat,,Hayır,,Klimalı,Satılık,18000 TL,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,Var,Kat Mülkiyeti,Daire,,Konut,,,,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,20 Kasım 2023,14252359,14 Kasım 2023,Yok,https://www.emlakjet.com//ilan/kemeralti-pazara-yakin-ara-kat-kiracisiz-daire-14252359/,5.500.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,1,,,4,0 (Yeni),,60 M2,,3.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,55 M2,,1+1,,,,,Hayır,Var,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,20 Kasım 2023,14251197,14 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-da-satilik-genis-11-havuzlu-asansorlu-daire-14251197/,1.600.000 TL,Muğla - Ortaca - Yerbelen Mh.
,,,,,,,,,2,,,3,0 (Yeni),,95 M2,,3.Kat,,Boş,Genel Fiyat,,,,Kat Kaloriferi,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,Var,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,26 Kasım 2023,14251195,14 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-da-satilik-21-genis-kaloriferli-daire-14251195/,2.750.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,Var,,,,,,,1,,,4,5-10,,70 M2,,2.Kat,,,Genel Fiyat,,Evet,,Kombi Doğalgaz,Satılık,,Bilinmiyor,,Boş,65 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,Yatırıma Uygun,,,,,,07 Aralık 2023,14247790,13 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-mentese-kotekli-mahallesi-nde-21-satilik-esyali-daire-14247790/,2.250.000 TL,Muğla - Menteşe - Kötekli Mh.
,,,,,,,,,1,,,5,21 Ve Üzeri,,96 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,95 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,14247237,13 Kasım 2023,,https://www.emlakjet.com//ilan/cb-uzmandan-31-sahile-yurume-mesafesinde-satilik-daire-14247237/,5.300.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,Var,,,2," Açık Balkon, Kapalı Teras  ",,,2,,,3,21 Ve Üzeri,,165 M2,,Çatı Dubleks,,Eşyalı,Birim Fiyat,,,,Klimalı,Satılık,28000 TL,Krediye Uygun,,Mülk Sahibi Oturuyor,145 M2,,4+1,,,,,Hayır,Var,,Daire,,Konut,,,2,,,,,,,,,,,,12 Kasım 2023,14245049,12 Kasım 2023,,https://www.emlakjet.com//ilan/netsele-yakin-manzarali-14245049/,9.999.999 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,2,,,2,0 (Yeni),,90 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Evet,Var,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,17 Kasım 2023,14242049,11 Kasım 2023,,https://www.emlakjet.com//ilan/misirli-pro-gayrimenkulden-mugla-ortaca-da-21-satilik-daire-14242049/,2.650.000 TL,Muğla - Ortaca - Atatürk Mh.
,,,,,,,,,2,,,3,5-10,,125 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,110 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,Betonarme,,Bilinmiyor,,,,,,11 Kasım 2023,14241136,11 Kasım 2023,,https://www.emlakjet.com//ilan/marmaris-gokova-da-deniz-manzarali-satilik-21-genis-ust-dubleks-14241136/,5.200.000 TL,Muğla - Ula - Gökova Mh.
,,Var,,,,,,,2,,,3,0 (Yeni),,90 M2,,3.Kat,,,Genel Fiyat,,,,Kat Kaloriferi,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,26 Kasım 2023,14240700,11 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-karaburun-da-satilik-havuzlu-daire-14240700/,2.490.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,2,,,3,0 (Yeni),,125 M2,,2.Kat,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,115 M2,,3+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,20 Kasım 2023,14240699,11 Kasım 2023,,https://www.emlakjet.com//ilan/mentese-bayir-da-satilik-31-sifir-daire-14240699/,3.500.000 TL,Muğla - Menteşe - Bayır Mh.
,,Var,,,,,,,1,,,3,0 (Yeni),,85 M2,,3.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,22 Aralık 2023,14240651,11 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-caaayli-mahallesin-de-satilik-uygun-fiyatli-21-daire-14240651/,2.250.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,1,,,4,0 (Yeni),,70 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,65 M2,,1+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,11 Kasım 2023,14239581,10 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-merkez-de-satilik-asansorlu-70m2-11-daire-14239581/,1.800.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,2,,,4,4,,95 M2,,1.Kat,,Boş,Genel Fiyat,,,,Isıtma Yok,Satılık,,Krediye Uygun Değil,,Kiracı Oturuyor,90 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,10 Kasım 2023,14238569,10 Kasım 2023,,https://www.emlakjet.com//ilan/ortaca-merkezi-konumda-satilik-21-daire-14238569/,2.700.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,1,,,4,0 (Yeni),,65 M2,,4.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,60 M2,,1+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,10 Kasım 2023,14236909,10 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-da-havuzlu-asansorlu-11-daire-14236909/,1.600.000 TL,Muğla - Ortaca - Yerbelen Mh.
,,,,,,,,,2,,,3,16-20,,100 M2,,3.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,80 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,14235555,10 Kasım 2023,,https://www.emlakjet.com//ilan/marmaris-beldibi-nde-yeni-hastaneye-yakin-satilik-21-daire-14235555/,4.500.000 TL,Muğla - Marmaris - Beldibi Mh.
,0 TL,Var,,,,,,,3,,,2,0 (Yeni),,185 M2,,Bahçe Dublex,,,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,160 M2,,3+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,,,,,,,17 Aralık 2023,14234821,09 Kasım 2023,,https://www.emlakjet.com//ilan/firsat-4-cepheli-akyaka-ya-15-dk-dogalgazli-14234821/,8.150.000 TL,Muğla - Ula - Köprübaşı Mh.
,,,,,,,,,2,,,3,3,,150 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Mülk Sahibi Oturuyor,130 M2,,3+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,19 Aralık 2023,14234444,09 Kasım 2023,,https://www.emlakjet.com//ilan/satilik-sifir-ayarinda-31-hatipirimi-14234444/,9.000.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,1,,,4,16-20,,90 M2,,4.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,Var,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,09 Kasım 2023,14231536,09 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-merkez-de-satilik21-daire-14231536/,1.400.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,Var,15 M2,,2,,5 M2,,1,,,3,5-10,,90 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Kat Kaloriferi,Satılık,8500 TL,Krediye Uygun,,Mülk Sahibi Oturuyor,80 M2,,2+1,,,,,Evet,,Kat İrtifakı,Daire,,Konut,5 M2,,1,,,,,,,,,,,,08 Kasım 2023,14231216,08 Kasım 2023,Yok,https://www.emlakjet.com//ilan/satilik-daire-14231216/,2.250.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,600 TL,Var,40 M2,,4 +,Açık Balkon,15 M2,,2,,,4,5-10,,110 M2,,Çatı Dubleks,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,20000 TL,Krediye Uygun,,Mülk Sahibi Oturuyor,90 M2,,3+1,,,25 M2,,Hayır,Yok,Kat Mülkiyeti,Daire,,Konut,15 M2,,2,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,20 Aralık 2023,14230816,08 Kasım 2023,Yok,https://www.emlakjet.com//ilan/icmeler-marmariste-mukemmel-konumda-dubleks-yazlik-14230816/,9.500.000 TL,Muğla - Marmaris - İçmeler Mh.
,,Yok,,,,,,,1,,,3,21 Ve Üzeri,,40 M2,,Düz Giriş (Zemin),,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,15000 TL,Bilinmiyor,,Kiracı Oturuyor,35 M2,,1+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,1,,,,,,Yatırıma Uygun,,,,,,16 Aralık 2023,14229492,08 Kasım 2023,,https://www.emlakjet.com//ilan/marmaris-merkezde-full-esyali-asma-katli-daire-14229492/,2.500.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,2,,,3,0 (Yeni),,75 M2,,3.Kat,,,Genel Fiyat,,,,Güneş Enerjisi,Satılık,,Krediye Uygun,,Boş,65 M2,,2+1,,,,,Hayır,Yok,Bilinmiyor,Daire,,Konut,,,,,,,Betonarme,,Bilinmiyor,,,,,,08 Kasım 2023,14228253,08 Kasım 2023,,https://www.emlakjet.com//ilan/karaburunda-havuzlu-sitede-21-daire-satilik-14228253/,2.500.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,1,,,3,0 (Yeni),,70 M2,,Yüksek Giriş,,,Genel Fiyat,,,,Güneş Enerjisi,Satılık,,Krediye Uygun,,Boş,65 M2,,2+1,,,,,Hayır,Yok,Bilinmiyor,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,08 Kasım 2023,14228250,08 Kasım 2023,,https://www.emlakjet.com//ilan/karaburunda-dalyan-yoluna-yakin-21-daire-satilik-14228250/,2.500.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,2,,,3,0 (Yeni),,70 M2,,Düz Giriş (Zemin),,,Genel Fiyat,,,,Güneş Enerjisi,Satılık,,Krediye Uygun,,Boş,65 M2,,2+1,,,,,Hayır,Yok,Bilinmiyor,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,08 Kasım 2023,14228245,08 Kasım 2023,,https://www.emlakjet.com//ilan/ortaca-da-21-ve-31-sifir-daireler-satilik-14228245/,2.250.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,1,,,3,0 (Yeni),,70 M2,,2.Kat,,,Genel Fiyat,,,,Güneş Enerjisi,Satılık,,Krediye Uygun,,Boş,65 M2,,2+1,,,,,Hayır,Yok,Bilinmiyor,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,08 Kasım 2023,14228244,08 Kasım 2023,,https://www.emlakjet.com//ilan/ortaca-cayli-da-21-2-kat-sifir-daire-satilik-14228244/,2.350.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,1,,,2,16-20,,170 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,150 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,15 Aralık 2023,14223419,07 Kasım 2023,,https://www.emlakjet.com//ilan/armutalan-camiavluda-satilik-dubleks-31-daire-14223419/,8.000.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,1,,,2,0 (Yeni),,85 M2,,Yüksek Giriş,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,70 M2,,2+1,,,,,Hayır,Yok,Bilinmiyor,Daire,,Konut,,,,,,Sıfır,,,Bilinmiyor,,,,,,19 Aralık 2023,14222486,07 Kasım 2023,,https://www.emlakjet.com//ilan/lider-den-mugla-bayir-da-satilik-21-daireler-14222486/,2.420.000 TL,Muğla - Menteşe - Bayır Mh.
,,Var,,,1,,,,2,,,3,16-20,,100 M2,,Çatı Katı,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,80 M2,,2+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,2,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,21 Kasım 2023,14218279,06 Kasım 2023,Yok,https://www.emlakjet.com//ilan/marmaris-beldibi-nde-yeni-hastaneye-yakin-satilik-21-daire-14218279/,4.250.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,1,,,1,0 (Yeni),,1.700 M2,,1.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,80 M2,,1+1,,,,,Hayır,Yok,Bilinmiyor,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,06 Kasım 2023,14217969,06 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-gokbelde-1700-m2-mustakil-arazide-2-adet-11-apart-daire-satilik-14217969/,10.000.000 TL,Muğla - Ortaca - Gökbel Mh.
,,,,,,,,,1,,,3,0 (Yeni),,90 M2,,1.Kat,,Boş,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,06 Kasım 2023,14217692,06 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-satilik-21-14217692/,3.250.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,2,,,3,0 (Yeni),,125 M2,,2.Kat,,Boş,Genel Fiyat,,,,Kat Kaloriferi,Satılık,,Krediye Uygun Değil,,Boş,110 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,06 Kasım 2023,14217691,06 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-31-daire-14217691/,3.800.000 TL,Muğla - Ortaca - Beşköprü Mh.
,,,,,,,,,2,,,2,11-15,,125 M2,,2.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,110 M2,,2+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,14217309,05 Kasım 2023,,https://www.emlakjet.com//ilan/marmaris-icmelerde-dogayla-ic-ice-manzarali-21-daire-14217309/,7.700.000 TL,Muğla - Marmaris - İçmeler Mh.
,,,,,,,,,2,,,2,11-15,,125 M2,,2.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,110 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,14217307,05 Kasım 2023,,https://www.emlakjet.com//ilan/marmaris-icmelerde-muhtesem-manzarali-21-14217307/,8.000.000 TL,Muğla - Marmaris - İçmeler Mh.
,,,,,,,,,4,,,1,5-10,,140 M2,,Bahçe Katı,,,Genel Fiyat,,,,Sobalı,Satılık,15000 TL,Bilinmiyor,,Mülk Sahibi Oturuyor,130 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,04 Kasım 2023,14213775,04 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-koycegiz-pinar-mahallesinde-14213775/,3.500.000 TL,Muğla - Köyceğiz - Pınar Mh.
,,,,,,,,,1,,,3,5-10,,150 M2,,2.Kat,,Boş,Genel Fiyat,,,,Isıtma Yok,Satılık,,Krediye Uygun,,Kiracı Oturuyor,120 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,14209482,03 Kasım 2023,,https://www.emlakjet.com//ilan/marmaris-beldibinde-genc-binada-satilik-firsat-31-dubleks-daire-14209482/,9.500.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,1,,,3,21 Ve Üzeri,,75 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,65 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,19 Aralık 2023,14207224,03 Kasım 2023,,https://www.emlakjet.com//ilan/misirli-pro-gayrimenkulden-21-satilik-daire-14207224/,3.400.000 TL,Muğla - Marmaris - Çıldır Mh.
,,,,,,,,,1,,,3,0 (Yeni),,85 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,70 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,19 Aralık 2023,14207210,03 Kasım 2023,,https://www.emlakjet.com//ilan/marmaris-turunc-ta-21-dubleks-satilik-ev-14207210/,3.500.000 TL,Muğla - Marmaris - Turunç Mh.
,,,,,,,,,1,,,4,16-20,,85 M2,,Müstakil,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,75 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,04 Kasım 2023,14207205,03 Kasım 2023,,https://www.emlakjet.com//ilan/marmaris-beldibinde-mustakil-bina-3-adet-21-ayri-ayri-tapulu-14207205/,18.000.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,1,,,3,16-20,,80 M2,,3.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,70 M2,,2+1,,,,,Hayır,Var,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,19 Aralık 2023,14207193,03 Kasım 2023,,https://www.emlakjet.com//ilan/21-deniz-manzarali-daire-14207193/,4.100.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,2,,,5,21 Ve Üzeri,,150 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Kiracı Oturuyor,130 M2,,2+1,,,,,Hayır,Var,Müstakil Tapulu,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,19 Aralık 2023,14207172,03 Kasım 2023,,https://www.emlakjet.com//ilan/satilik-21-deniz-goren-kupon-daire-14207172/,7.000.000 TL,Muğla - Marmaris - Sarıana Mh.
,,,,,,,,,2,,,4,5-10,,170 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,160 M2,,3+1,,,,,Hayır,Yok,Bilinmiyor,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,19 Aralık 2023,14207170,03 Kasım 2023,,https://www.emlakjet.com//ilan/misirlipro-dan-satilik-acil-satilik-dublex-daireler-14207170/,7.200.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,2,,,2,16-20,,160 M2,,Düz Giriş (Zemin),,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,130 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,19 Aralık 2023,14207169,03 Kasım 2023,,https://www.emlakjet.com//ilan/beldibin-de-satilik-havuzlu-daire-14207169/,6.000.000 TL,Muğla - Marmaris - Beldibi Mh.
,,Var,,,2,,,,1,,,2,0 (Yeni),,80 M2,,Villa Tipi,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,70 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,23 Kasım 2023,14205079,03 Kasım 2023,,https://www.emlakjet.com//ilan/ortaca-da-satilik-villa-14205079/,11.000.000 TL,Muğla - Ortaca - Dikmekavak Mh.
,,Var,,,1,Açık Balkon,,,2,,,3,0 (Yeni),,95 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,09 Aralık 2023,14205071,03 Kasım 2023,,https://www.emlakjet.com//ilan/ortaca-da-satilik-21-daireler-14205071/,3.550.000 TL,Muğla - Ortaca - Beşköprü Mh.
,,,,,,,,,2,,,5,5-10,,145 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Kiracı Oturuyor,140 M2,,4+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,08 Kasım 2023,14204681,02 Kasım 2023,,https://www.emlakjet.com//ilan/atam-emlaktan-ortaca-cumhuriyet-te-satilik-41-daire-14204681/,4.000.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/acill-ortaca-karaburun-mahallesin-de-muhtesem-lokasyonda-satilik-31daire-14203262/,3.250.000 TL,Muğla - Ortaca - Karaburun Mh.
,,Var,,,,,,2,,5,21 Ve Ãœzeri,,,125 M2,,4.Kat,,,,Genel Fiyat,,,KlimalÄ±,,SatÄ±lÄ±k,,Krediye Uygun,BoÅŸ,,113 M2,3+1,,,,,HayÄ±r,,Yok,Kat Ä°rtifakÄ±,Daire,Konut,,,2,,Ä°kinci El,,,,,,,26 KasÄ±m 2023,14202946,02 KasÄ±m 2023,,,,,,https://www.emlakjet.com//ilan/acilllll-ortaca-ataturk-mahallesin-de-full-kredi-satilik-31daire-14202946/,2.145.000 TL,Muğla - Ortaca - Atatürk Mh.
,,Var,,,,,,,2,,,4,0 (Yeni),,135 M2,,1.Kat,,,Genel Fiyat,,Evet,,Kombi Doğalgaz,Satılık,,Bilinmiyor,,Boş,130 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,Sıfır,,,Yatırıma Uygun,,,,,,07 Aralık 2023,14197956,01 Kasım 2023,,https://www.emlakjet.com//ilan/mugla-merkezde-satilik-31-daire-14197956/,6.750.000 TL,Muğla - Menteşe - Muslihittin Mh.
,,,,,,,,,1,,,4,5-10,,75 M2,,4.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Kiracı Oturuyor,70 M2,,1+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,01 Kasım 2023,14197589,01 Kasım 2023,,https://www.emlakjet.com//ilan/kurt-emlaktan-kotekli-de-ana-cadde-uzerinde-satilik-21-daire-14197589/,2.500.000 TL,Muğla - Menteşe - Kötekli Mh.
,,Var,,,,,,,1,,,4,11-15,,85 M2,,4.Kat,,,Genel Fiyat,,Hayır,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Kiracı Oturuyor,75 M2,,3+0,,,,,Hayır,,,Daire,,Konut,,,,,,İkinci El,,,Yatırıma Uygun,,,,,,31 Ekim 2023,14190417,31 Ekim 2023,,https://www.emlakjet.com//ilan/mugla-mentese-kotekli-de-30-satilik-daire-14190417/,2.650.000 TL,Muğla - Menteşe - Kötekli Mh.
,,Var,,,,,,,2,,,3,1,,110 M2,,2.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,25000 TL,Krediye Uygun,,Kiracı Oturuyor,100 M2,,3+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,1,,,Sıfır,Betonarme,,Yatırıma Uygun,,,,,,31 Ekim 2023,14189837,31 Ekim 2023,Yok,https://www.emlakjet.com//ilan/anayol-uzerinde-tabela-degeri-olan-sifir-binada-daire-14189837/,12.000.000 TL,Muğla - Marmaris - Sarıana Mh.
